productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,extAttack2,extResistance
625684,Destined Rivals 3 Pack Blister [Zebstrika],Destined Rivals 3 Pack Blister Zebstrika,https://tcgplayer-cdn.tcgplayer.com/product/625684_200w.jpg,3,24269,https://cpt.tcgcsv.com/Jh07,2025-05-30T04:10:27.47,1,"Whose Side Are You On?<br>
Pokémon Trainers, be on high alert! The nefarious Team Rocket is setting its latest plan into motion, and heroic Trainers are racing to stop it. Join forces with the likes of Cynthia and Garchomp ex, Ethan and Ho-Oh ex, or Arven and Mabosstiff ex… Or reconsider your loyalties and fight alongside Team Rocket’s Pokémon like Mewtwo ex—under the command of Giovanni! Choose a side, assemble your allies, and battle boldly in the Pokémon TCG: Scarlet & Violet—Destined Rivals expansion!
<br><br>
Each blister comes with 3 Destined Rivals booster packs and a promotional card of Zebstrika.",31.99,39.95,51.0,32.89,,Normal,0196214111332,,,,,,,,,,
625687,Destined Rivals Premium Checklane Blister [Skeledirge],Destined Rivals Premium Checklane Blister Skeledirge,https://tcgplayer-cdn.tcgplayer.com/product/625687_200w.jpg,3,24269,https://cpt.tcgcsv.com/Mh07,2025-05-30T04:10:27.47,1,"Whose Side Are You On?<br>
Pokémon Trainers, be on high alert! The nefarious Team Rocket is setting its latest plan into motion, and heroic Trainers are racing to stop it. Join forces with the likes of Cynthia and Garchomp ex, Ethan and Ho-Oh ex, or Arven and Mabosstiff ex… Or reconsider your loyalties and fight alongside Team Rocket’s Pokémon like Mewtwo ex—under the command of Giovanni! Choose a side, assemble your allies, and battle boldly in the Pokémon TCG: Scarlet & Violet—Destined Rivals expansion!<br><br>
Product details: <br>
• 1 Destined Rivals booster pack<br>
• TCGO Code<br>
• Coin<br>
• 3 cards!",38.99,38.99,38.99,23.84,,Normal,820650853319,,,,,,,,,,
625688,Destined Rivals Premium Checklane Blister [Togekiss],Destined Rivals Premium Checklane Blister Togekiss,https://tcgplayer-cdn.tcgplayer.com/product/625688_200w.jpg,3,24269,https://cpt.tcgcsv.com/Nh07,2025-05-30T04:10:27.47,1,"Whose Side Are You On?<br>
Pokémon Trainers, be on high alert! The nefarious Team Rocket is setting its latest plan into motion, and heroic Trainers are racing to stop it. Join forces with the likes of Cynthia and Garchomp ex, Ethan and Ho-Oh ex, or Arven and Mabosstiff ex… Or reconsider your loyalties and fight alongside Team Rocket’s Pokémon like Mewtwo ex—under the command of Giovanni! Choose a side, assemble your allies, and battle boldly in the Pokémon TCG: Scarlet & Violet—Destined Rivals expansion!<br><br>
Product details: <br>
• 1 Destined Rivals booster pack<br>
• TCGO Code<br>
• Coin<br>
• 3 cards!",42.0,47.23,47.99,26.16,,Normal,820650853319,,,,,,,,,,
628395,Destined Rivals Premium Checklane Blister [Gastrodon],Destined Rivals Premium Checklane Blister Gastrodon,https://tcgplayer-cdn.tcgplayer.com/product/628395_200w.jpg,3,24269,https://cpt.tcgcsv.com/Wm27,2025-05-30T04:10:27.47,1,"Whose Side Are You On?<br>
Pokémon Trainers, be on high alert! The nefarious Team Rocket is setting its latest plan into motion, and heroic Trainers are racing to stop it. Join forces with the likes of Cynthia and Garchomp ex, Ethan and Ho-Oh ex, or Arven and Mabosstiff ex… Or reconsider your loyalties and fight alongside Team Rocket’s Pokémon like Mewtwo ex—under the command of Giovanni! Choose a side, assemble your allies, and battle boldly in the Pokémon TCG: Scarlet & Violet—Destined Rivals expansion!<br><br>
Product details: <br>
• 1 Destined Rivals booster pack<br>
• TCGO Code<br>
• Coin<br>
• 2 cards featuring an evolution line!",14.99,16.59,24.0,16.18,,Normal,,,,,,,,,,,
628396,Destined Rivals Premium Checklane Blister [Rabsca],Destined Rivals Premium Checklane Blister Rabsca,https://tcgplayer-cdn.tcgplayer.com/product/628396_200w.jpg,3,24269,https://cpt.tcgcsv.com/Xm27,2025-05-30T04:10:27.47,1,"Whose Side Are You On?<br>
Pokémon Trainers, be on high alert! The nefarious Team Rocket is setting its latest plan into motion, and heroic Trainers are racing to stop it. Join forces with the likes of Cynthia and Garchomp ex, Ethan and Ho-Oh ex, or Arven and Mabosstiff ex… Or reconsider your loyalties and fight alongside Team Rocket’s Pokémon like Mewtwo ex—under the command of Giovanni! Choose a side, assemble your allies, and battle boldly in the Pokémon TCG: Scarlet & Violet—Destined Rivals expansion!<br><br>
Product details: <br>
• 1 Destined Rivals booster pack<br>
• TCGO Code<br>
• Coin<br>
• 2 cards featuring an evolution line!",10.0,14.67,18.99,14.67,,Normal,,,,,,,,,,,
628398,Destined Rivals Elite Trainer Box Case,Destined Rivals Elite Trainer Box Case,https://tcgplayer-cdn.tcgplayer.com/product/628398_200w.jpg,3,24269,https://cpt.tcgcsv.com/-m27,2025-05-30T04:10:27.47,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!<br><br>

Each sealed Pokémon TCG: Scarlet & Violet—Destined Rivals Elite Trainer Box includes 10 elite trainer boxes. 
<br>
Individual Pokémon TCG: Scarlet & Violet—Destined Rivals Elite Trainer Boxes include:<br>
• 9 Pokémon TCG: Scarlet & Violet—Destined Rivals booster packs<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player’s guide to the Scarlet & Violet—Destined Rivals expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A collector’s box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live<br>",1249.99,1495.13,2399.99,1241.22,,Normal,10196214111384,,,,,,,,,,
628413,Destined Rivals Sleeved Booster Case,Destined Rivals Sleeved Booster Case,https://tcgplayer-cdn.tcgplayer.com/product/628413_200w.jpg,3,24269,https://cpt.tcgcsv.com/hn27,2025-05-30T04:10:27.47,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!

<br><br>Each sealed Destined Rivals sleeved booster case contains 144 sleeved booster packs.",1099.99,1246.8,1699.99,1093.34,,Normal,10196214111230,,,,,,,,,,
628428,Destined Rivals Booster Bundle Case,Destined Rivals Booster Bundle Case,https://tcgplayer-cdn.tcgplayer.com/product/628428_200w.jpg,3,24269,https://cpt.tcgcsv.com/Bn27,2025-05-30T04:10:27.47,1,"Whose Side Are You On?<br>
Pokémon Trainers, be on high alert! The nefarious Team Rocket is setting its latest plan into motion, and heroic Trainers are racing to stop it. Join forces with the likes of Cynthia and Garchomp ex, Ethan and Ho-Oh ex, or Arven and Mabosstiff ex… Or reconsider your loyalties and fight alongside Team Rocket’s Pokémon like Mewtwo ex—under the command of Giovanni! Choose a side, assemble your allies, and battle boldly in the Pokémon TCG: Scarlet & Violet—Destined Rivals expansion!<br><br>

Each sealed Destined Rivals Booster Bundle Case contains 25 bundle boxes.<br><br>

Expand your collection with this Booster Bundle containing <strong>six booster packs from Pokémon TCG: Scarlet & Violet—Destined Rivals!</strong>",1549.99,1899.99,4500.0,1344.82,,Normal,0196214111387,,,,,,,,,,
630803,Cynthia's Roselia,Cynthias Roselia,https://tcgplayer-cdn.tcgplayer.com/product/630803_200w.jpg,3,24269,https://cpt.tcgcsv.com/5l37,2025-11-29T04:51:00.897,1,,0.01,0.12,20.0,0.09,0.1,Normal,,007/182,Common,Grass,70,Basic,[C] Spike Sting (20),Rx2,1,,
630803,Cynthia's Roselia,Cynthias Roselia,https://tcgplayer-cdn.tcgplayer.com/product/630803_200w.jpg,3,24269,https://cpt.tcgcsv.com/5l37,2025-11-29T04:51:00.897,1,,0.05,0.4,2.47,0.31,0.25,Reverse Holofoil,,007/182,Common,Grass,70,Basic,[C] Spike Sting (20),Rx2,1,,
630804,Cynthia's Roserade,Cynthias Roserade,https://tcgplayer-cdn.tcgplayer.com/product/630804_200w.jpg,3,24269,https://cpt.tcgcsv.com/6l37,2025-11-13T18:12:40.147,1,<strong>Ability: Cheer On to Glory</strong> Attacks used by your Cynthia's Pokémon do 30 more damage to your opponent's Active Pokémon <em>(before applying Weakness and Resistance)</em>.,0.05,0.34,2.5,0.22,0.25,Reverse Holofoil,,008/182,Rare,Grass,130,Stage 1,[GCC] Leaf Step (80),Rx2,1,,
630804,Cynthia's Roserade,Cynthias Roserade,https://tcgplayer-cdn.tcgplayer.com/product/630804_200w.jpg,3,24269,https://cpt.tcgcsv.com/6l37,2025-11-13T18:12:40.147,1,<strong>Ability: Cheer On to Glory</strong> Attacks used by your Cynthia's Pokémon do 30 more damage to your opponent's Active Pokémon <em>(before applying Weakness and Resistance)</em>.,0.01,0.2,44.0,0.17,0.15,Holofoil,,008/182,Rare,Grass,130,Stage 1,[GCC] Leaf Step (80),Rx2,1,,
630805,Smoliv,Smoliv,https://tcgplayer-cdn.tcgplayer.com/product/630805_200w.jpg,3,24269,https://cpt.tcgcsv.com/7l37,2025-11-29T21:15:08.49,1,,0.01,0.1,2.28,0.05,0.05,Normal,,021/182,Common,Grass,60,Basic,[C] Ram (10),Rx2,1,,
630805,Smoliv,Smoliv,https://tcgplayer-cdn.tcgplayer.com/product/630805_200w.jpg,3,24269,https://cpt.tcgcsv.com/7l37,2025-11-29T21:15:08.49,1,,0.02,0.15,2.37,0.12,0.15,Reverse Holofoil,,021/182,Common,Grass,60,Basic,[C] Ram (10),Rx2,1,,
630806,Dolliv,Dolliv,https://tcgplayer-cdn.tcgplayer.com/product/630806_200w.jpg,3,24269,https://cpt.tcgcsv.com/8l37,2025-11-29T18:40:04.563,1,,0.01,0.1,2.28,0.06,0.08,Normal,,022/182,Common,Grass,90,Stage 1,[G] Nutrients<br> Heal 40 damage from 1 of your Pokémon.,Rx2,1,[CC] Tackle (40),
630806,Dolliv,Dolliv,https://tcgplayer-cdn.tcgplayer.com/product/630806_200w.jpg,3,24269,https://cpt.tcgcsv.com/8l37,2025-11-29T18:40:04.563,1,,0.01,0.15,1.37,0.1,0.1,Reverse Holofoil,,022/182,Common,Grass,90,Stage 1,[G] Nutrients<br> Heal 40 damage from 1 of your Pokémon.,Rx2,1,[CC] Tackle (40),
630807,Arboliva ex,Arboliva ex,https://tcgplayer-cdn.tcgplayer.com/product/630807_200w.jpg,3,24269,https://cpt.tcgcsv.com/9l37,2025-07-14T12:09:56.493,1,,0.1,0.62,10.0,0.58,0.61,Holofoil,,023/182,Double Rare,Grass,310,Stage 2,"[G] Oil Salvo<br> Choose 1 of your opponent's Pokémon 6 times. <em>(You can choose the same Pokémon more than once.)</em> For each time you chose a Pokémon, do 20 damage to it. This damage isn't affected by Weakness or Resistance.",Rx2,2,[CCC] Aroma Shot (160)<br> This Pokémon recovers from all Special Conditions.,
630808,Team Rocket's Moltres ex,Team Rockets Moltres ex,https://tcgplayer-cdn.tcgplayer.com/product/630808_200w.jpg,3,24269,https://cpt.tcgcsv.com/bl37,2025-12-05T16:13:22.423,1,,0.11,0.79,9.69,0.74,0.85,Holofoil,,031/182,Double Rare,Fire,220,Basic,"[RCC] Flame Screen (110)<br> During your opponent's next turn, this Pokémon takes 50 less damage from attacks <em>(after applying Weakness and Resistance)</em>.",Lx2,2,"[RCCC] Evil Incineration<br> Discard a 182 from this Pokémon. If you do, discard your opponent's Active Pokémon and all attached cards.",F-30
630809,Ethan's Typhlosion,Ethans Typhlosion,https://tcgplayer-cdn.tcgplayer.com/product/630809_200w.jpg,3,24269,https://cpt.tcgcsv.com/cl37,2025-11-29T01:15:51.96,1,,0.1,0.53,75.0,0.45,0.49,Reverse Holofoil,,034/182,Rare,Fire,170,Stage 2,[R] Buddy Blast (40+)<br> This attack does 60 more damage for each Ethan's Adventure card in your discard pile.,Wx2,2,[RRC] Steam Artillery (160),
630809,Ethan's Typhlosion,Ethans Typhlosion,https://tcgplayer-cdn.tcgplayer.com/product/630809_200w.jpg,3,24269,https://cpt.tcgcsv.com/cl37,2025-11-29T01:15:51.96,1,,0.01,0.36,69.0,0.35,0.35,Holofoil,,034/182,Rare,Fire,170,Stage 2,[R] Buddy Blast (40+)<br> This attack does 60 more damage for each Ethan's Adventure card in your discard pile.,Wx2,2,[RRC] Steam Artillery (160),
630810,Ethan's Slugma,Ethans Slugma,https://tcgplayer-cdn.tcgplayer.com/product/630810_200w.jpg,3,24269,https://cpt.tcgcsv.com/dl37,2025-11-29T18:52:09.247,1,,0.01,0.1,2.28,0.05,0.07,Normal,,035/182,Common,Fire,80,Basic,[R] Steady Firebreathing (20),Wx2,2,,
630810,Ethan's Slugma,Ethans Slugma,https://tcgplayer-cdn.tcgplayer.com/product/630810_200w.jpg,3,24269,https://cpt.tcgcsv.com/dl37,2025-11-29T18:52:09.247,1,,0.01,0.15,2.37,0.1,0.1,Reverse Holofoil,,035/182,Common,Fire,80,Basic,[R] Steady Firebreathing (20),Wx2,2,,
630811,Ethan's Magcargo,Ethans Magcargo,https://tcgplayer-cdn.tcgplayer.com/product/630811_200w.jpg,3,24269,https://cpt.tcgcsv.com/fl37,2025-11-13T18:12:41.873,1,"<strong>Ability: Melt Away</strong> If this Pokémon has no Energy attached, it has no Retreat Cost.",0.01,0.15,20.0,0.08,0.08,Holofoil,,036/182,Rare,Fire,130,Stage 1,[RRR] Lava Burst (70x)<br> Discard up to 5 Fire Energy from this Pokémon. This attack does 70 damage for each card you discarded in this way.,Wx2,3,,
630811,Ethan's Magcargo,Ethans Magcargo,https://tcgplayer-cdn.tcgplayer.com/product/630811_200w.jpg,3,24269,https://cpt.tcgcsv.com/fl37,2025-11-13T18:12:41.873,1,"<strong>Ability: Melt Away</strong> If this Pokémon has no Energy attached, it has no Retreat Cost.",0.01,0.25,3.75,0.23,0.29,Reverse Holofoil,,036/182,Rare,Fire,130,Stage 1,[RRR] Lava Burst (70x)<br> Discard up to 5 Fire Energy from this Pokémon. This attack does 70 damage for each card you discarded in this way.,Wx2,3,,
630812,Misty's Psyduck,Mistys Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/630812_200w.jpg,3,24269,https://cpt.tcgcsv.com/gl37,2025-11-29T20:01:20.103,1,"<strong>Ability: Flustered Leap</strong> Once during your turn, if this Pokémon is on your Bench, you may discard the bottom card of your deck. If you do, discard all cards from this Pokémon and put this Pokémon on top of your deck.",0.01,0.15,2.28,0.11,0.1,Normal,,045/182,Uncommon,Water,70,Basic,[W] Sprinkle Water (30),Lx2,1,,
630812,Misty's Psyduck,Mistys Psyduck,https://tcgplayer-cdn.tcgplayer.com/product/630812_200w.jpg,3,24269,https://cpt.tcgcsv.com/gl37,2025-11-29T20:01:20.103,1,"<strong>Ability: Flustered Leap</strong> Once during your turn, if this Pokémon is on your Bench, you may discard the bottom card of your deck. If you do, discard all cards from this Pokémon and put this Pokémon on top of your deck.",0.09,0.5,2.95,0.39,0.4,Reverse Holofoil,,045/182,Uncommon,Water,70,Basic,[W] Sprinkle Water (30),Lx2,1,,
630813,Misty's Staryu,Mistys Staryu,https://tcgplayer-cdn.tcgplayer.com/product/630813_200w.jpg,3,24269,https://cpt.tcgcsv.com/hl37,2025-12-17T15:08:05.947,1,,0.01,0.1,20.0,0.05,0.05,Normal,,046/182,Common,Water,70,Basic,"[W] Bubble Beam (20)<br> Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Lx2,1,,
630813,Misty's Staryu,Mistys Staryu,https://tcgplayer-cdn.tcgplayer.com/product/630813_200w.jpg,3,24269,https://cpt.tcgcsv.com/hl37,2025-12-17T15:08:05.947,1,,0.01,0.25,4.0,0.23,0.25,Reverse Holofoil,,046/182,Common,Water,70,Basic,"[W] Bubble Beam (20)<br> Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",Lx2,1,,
630814,Misty's Starmie,Mistys Starmie,https://tcgplayer-cdn.tcgplayer.com/product/630814_200w.jpg,3,24269,https://cpt.tcgcsv.com/jl37,2025-11-29T19:50:51.4,1,,0.01,0.1,20.0,0.08,0.07,Normal,,047/182,Uncommon,Water,100,Stage 1,"[W] Abrupt Flash (60+)<br> If this Pokémon evolved from Misty's Staryu during this turn, this attack does 80 more damage.",Lx2,1,,
630814,Misty's Starmie,Mistys Starmie,https://tcgplayer-cdn.tcgplayer.com/product/630814_200w.jpg,3,24269,https://cpt.tcgcsv.com/jl37,2025-11-29T19:50:51.4,1,,0.1,0.26,3.0,0.21,0.26,Reverse Holofoil,,047/182,Uncommon,Water,100,Stage 1,"[W] Abrupt Flash (60+)<br> If this Pokémon evolved from Misty's Staryu during this turn, this attack does 80 more damage.",Lx2,1,,
630815,Misty's Magikarp,Mistys Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/630815_200w.jpg,3,24269,https://cpt.tcgcsv.com/kl37,2025-11-29T20:01:59.503,1,"<strong>Ability: So Submerged</strong> As long as this Pokémon is on your Bench, prevent all damage from and effects of attacks from your opponent's Pokémon done to this Pokémon.",0.08,0.4,3.88,0.32,0.35,Reverse Holofoil,,048/182,Common,Water,30,Basic,[W] Splash (10),Lx2,1,,
630815,Misty's Magikarp,Mistys Magikarp,https://tcgplayer-cdn.tcgplayer.com/product/630815_200w.jpg,3,24269,https://cpt.tcgcsv.com/kl37,2025-11-29T20:01:59.503,1,"<strong>Ability: So Submerged</strong> As long as this Pokémon is on your Bench, prevent all damage from and effects of attacks from your opponent's Pokémon done to this Pokémon.",0.01,0.13,2.28,0.11,0.1,Normal,,048/182,Common,Water,30,Basic,[W] Splash (10),Lx2,1,,
630816,Misty's Gyarados,Mistys Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/630816_200w.jpg,3,24269,https://cpt.tcgcsv.com/ll37,2025-11-28T22:35:19.963,1,,0.05,0.46,30.0,0.45,,Reverse Holofoil,,049/182,Rare,Water,180,Stage 1,"[W] Splashing Panic (70x)<br> Discard the top 7 cards of your deck, and this attack does 70 damage for each Misty's Pokémon that you discarded in this way.",Lx2,4,[WWC] Waterfall (120),
630816,Misty's Gyarados,Mistys Gyarados,https://tcgplayer-cdn.tcgplayer.com/product/630816_200w.jpg,3,24269,https://cpt.tcgcsv.com/ll37,2025-11-28T22:35:19.963,1,,0.01,0.32,6.61,0.3,0.3,Holofoil,,049/182,Rare,Water,180,Stage 1,"[W] Splashing Panic (70x)<br> Discard the top 7 cards of your deck, and this attack does 70 damage for each Misty's Pokémon that you discarded in this way.",Lx2,4,[WWC] Waterfall (120),
