productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,extUPC,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extResistance,extRetreatCost,extAttack2
565632,Surging Sparks Pokemon Center Elite Trainer Box (Exclusive),Surging Sparks Pokemon Center Elite Trainer Box Exclusive,https://tcgplayer-cdn.tcgplayer.com/product/565632_200w.jpg,3,23651,https://cpt.tcgcsv.com/Ggx6,2024-11-08T05:09:13.36,2,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion.<br><br>

The Pokémon TCG: Scarlet & Violet—Surging Sparks Pokémon Center Elite Trainer Box includes:<br>
•11 Pokémon TCG: Scarlet & Violet—Surging Sparks booster packs<br>
       •Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
• 1 full-art foil promo card featuring Magneton with a Pokémon Center logo<br>
• 1 full-art foil promo card featuring Magneton<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player’s guide to the Scarlet & Violet—Surging Sparks expansion
6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live<br>",,185.0,274.99,4998.0,195.26,,Normal,,,,,,,,,,
565633,Surging Sparks Pokemon Center Elite Trainer Box (Exclusive) Case,Surging Sparks Pokemon Center Elite Trainer Box Exclusive Case,https://tcgplayer-cdn.tcgplayer.com/product/565633_200w.jpg,3,23651,https://cpt.tcgcsv.com/Hgx6,2024-11-08T05:09:13.36,1,"Each Surging Sparks Pokemon Center Exclusive Elite Trainer Box Case contains 4 boxes.<br><br>
A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!
<br><br>
The Pokémon TCG: Scarlet & Violet—Surging Sparks Pokémon Center Elite Trainer Box includes:<br>
• 11 Pokémon TCG: Scarlet & Violet—Surging Sparks booster packs<br>
        •Each booster pack contains 10 cards and 1 Basic Energy. Cards vary by pack.<br>
• 1 full-art foil promo card featuring Magneton with a Pokémon Center logo<br>
• 1 full-art foil promo card featuring Magneton<br>
• 65 card sleeves<br>
• 45 Pokémon TCG Energy cards<br>
• A player’s guide to the Scarlet & Violet—Surging Sparks expansion<br>
• 6 damage-counter dice<br>
• 1 competition-legal coin-flip die<br>
• 2 plastic condition markers<br>
• A box to hold everything, with 4 dividers to keep it organized<br>
• A code card for Pokémon Trading Card Game Live<br>",,1015.0,1214.92,5000.0,1025.23,,Normal,,,,,,,,,,
565634,Surging Sparks 3 Pack Blisters [Zapdos],Surging Sparks 3 Pack Blisters Zapdos,https://tcgplayer-cdn.tcgplayer.com/product/565634_200w.jpg,3,23651,https://cpt.tcgcsv.com/Jgx6,2025-05-21T19:13:09.71,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion! <br><br>
Each blister contains:
• 3 Surging Sparks booster packs<br>
       • Each booster contains 10 random cards<br>
• 1 foil promotional card of Zapdos",0820650859380,16.0,29.98,50.0,28.06,,Normal,,,,,,,,,,
565635,Surging Sparks 3 Pack Blisters [Quagsire],Surging Sparks 3 Pack Blisters Quagsire,https://tcgplayer-cdn.tcgplayer.com/product/565635_200w.jpg,3,23651,https://cpt.tcgcsv.com/Kgx6,2025-05-21T19:13:03.107,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion! <br><br>

Each blister contains:
• 3 Surging Sparks booster packs<br>
       • Each booster contains 10 random cards<br>
• 1 foil promotional card of Quagsire",0820650859380,23.96,30.13,59.99,30.49,,Normal,,,,,,,,,,
565636,Surging Sparks Single Pack Blister [Wooper],Surging Sparks Single Pack Blister Wooper,https://tcgplayer-cdn.tcgplayer.com/product/565636_200w.jpg,3,23651,https://cpt.tcgcsv.com/Lgx6,2025-01-22T12:30:25.67,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!
<br>Each blister contains 1 Surging Sparks booster pack, a coin, and a promotional card of Wooper.",0820650853319,12.72,18.06,21.99,15.01,,Normal,,,,,,,,,,
565637,Surging Sparks Single Pack Blister [Pachirisu],Surging Sparks Single Pack Blister Pachirisu,https://tcgplayer-cdn.tcgplayer.com/product/565637_200w.jpg,3,23651,https://cpt.tcgcsv.com/Mgx6,2025-01-23T18:39:17.133,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!
<br>Each blister contains 1 Surging Sparks booster pack, a coin, and a promotional card of Parchirisu.",0820650853319,10.89,17.42,21.99,13.47,,Normal,,,,,,,,,,
565638,Surging Sparks Premium Checklane Blister [Alakazam],Surging Sparks Premium Checklane Blister Alakazam,https://tcgplayer-cdn.tcgplayer.com/product/565638_200w.jpg,3,23651,https://cpt.tcgcsv.com/Ngx6,2024-12-11T16:02:48.643,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!<br><br>

Product details: <br>
• 1 Surging Sparks booster pack<br>
• TCGO Code<br>
* Coin<br>
• 3 cards with an evolution line",,32.0,38.5,44.99,27.16,,Normal,,,,,,,,,,
565639,Surging Sparks Premium Checklane Blister [Chandelure],Surging Sparks Premium Checklane Blister Chandelure,https://tcgplayer-cdn.tcgplayer.com/product/565639_200w.jpg,3,23651,https://cpt.tcgcsv.com/Pgx6,2024-12-11T16:02:37.147,1,"A Growing Storm of Stellar Strength!<br>
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!<br><br>

Product details: <br>
• 1 Surging Sparks booster pack<br>
• TCGO Code<br>
* Coin<br>
• 3 cards with an evolution line",,18.98,31.99,44.99,18.99,,Normal,,,,,,,,,,
580708,Surging Sparks Booster Box Case,Surging Sparks Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/580708_200w.jpg,3,23651,https://cpt.tcgcsv.com/bjG6,2024-11-08T05:09:13.36,1,"Each sealed booster box case contains 6 booster boxes of 36 booster packs. <em>(Each pack contains 10 random cards)</em>
<br>
A Growing Storm of Stellar Strength!
Terawatts of electricity crash down from the sky in a tropical paradise, setting the stage for the supercharged Pikachu ex! With the power of a Stellar Tera Pokémon ex, it lights up the shoreline, revealing a parade of dragon Pokémon led by the towering Alolan Exeggutor ex! Archaludon ex and Latias ex round out the horde, while new ACE SPEC cards and more new Pokémon ex bring surprises of their own. Currents crackle and dragons roar in the Pokémon TCG: Scarlet & Violet—Surging Sparks expansion!",0820650433122,1572.0,1999.99,10000.0,1554.49,,Normal,,,,,,,,,,
589855,Alolan Diglett,Alolan Diglett,https://tcgplayer-cdn.tcgplayer.com/product/589855_200w.jpg,3,23651,https://cpt.tcgcsv.com/7ZK6,2025-10-22T19:26:18.317,1,,,0.01,0.1,19.98,0.06,0.03,Normal,122/191,Common,Metal,50,Basic,"Surprise Attack (30)<br> Flip a coin. If tails, this attack does nothing.",Rx2,G-30,1,
589855,Alolan Diglett,Alolan Diglett,https://tcgplayer-cdn.tcgplayer.com/product/589855_200w.jpg,3,23651,https://cpt.tcgcsv.com/7ZK6,2025-10-22T19:26:18.317,1,,,0.01,0.15,2.16,0.14,0.1,Reverse Holofoil,122/191,Common,Metal,50,Basic,"Surprise Attack (30)<br> Flip a coin. If tails, this attack does nothing.",Rx2,G-30,1,
589856,Alolan Dugtrio - 123/191,Alolan Dugtrio 123 191,https://tcgplayer-cdn.tcgplayer.com/product/589856_200w.jpg,3,23651,https://cpt.tcgcsv.com/8ZK6,2025-10-14T20:56:17.723,1,,,0.01,0.1,5.0,0.06,0.03,Normal,123/191,Uncommon,Metal,110,Stage 1,"Trio-Cheehoo (120)<br> If you don't have exactly 3 cards in your hand, this attack does nothing.",Rx2,G-30,2,
589856,Alolan Dugtrio - 123/191,Alolan Dugtrio 123 191,https://tcgplayer-cdn.tcgplayer.com/product/589856_200w.jpg,3,23651,https://cpt.tcgcsv.com/8ZK6,2025-10-14T20:56:17.723,1,,,0.01,0.21,2.19,0.18,0.25,Reverse Holofoil,123/191,Uncommon,Metal,110,Stage 1,"Trio-Cheehoo (120)<br> If you don't have exactly 3 cards in your hand, this attack does nothing.",Rx2,G-30,2,
589857,Alolan Dugtrio - 208/191,Alolan Dugtrio 208 191,https://tcgplayer-cdn.tcgplayer.com/product/589857_200w.jpg,3,23651,https://cpt.tcgcsv.com/9ZK6,2025-08-07T12:23:32.89,1,,,3.5,5.31,40.0,4.88,4.39,Holofoil,208/191,Illustration Rare,Metal,110,Stage 1,"Trio-Cheehoo (120)<br> If you don't have exactly 3 cards in your hand, this attack does nothing.",Rx2,G-30,2,
589858,Alolan Exeggutor ex - 133/191,Alolan Exeggutor ex 133 191,https://tcgplayer-cdn.tcgplayer.com/product/589858_200w.jpg,3,23651,https://cpt.tcgcsv.com/bZK6,2025-12-09T03:21:57.7,1,,,0.17,0.75,65.0,0.53,0.64,Holofoil,133/191,Double Rare,Dragon,300,Stage 1,[GW] Tropical Frenzy (150)<br> You may attach any number of Basic Energy cards from your hand to your Pokemon in any way you like.,,,3,"[GWF] Swinging Sphene<br> Flip a coin. If heads, Knock Out your opponent's Active Basic Pokemon. If tails, Knock Out 1 of your opponent's Benched Basic Pokemon."
589859,Alolan Exeggutor ex - 225/191,Alolan Exeggutor ex 225 191,https://tcgplayer-cdn.tcgplayer.com/product/589859_200w.jpg,3,23651,https://cpt.tcgcsv.com/cZK6,2025-08-07T12:23:32.987,1,,,1.1,1.99,18.0,1.43,1.61,Holofoil,225/191,Ultra Rare,Dragon,300,Stage 1,[GW] Tropical Frenzy (150)<br> You may attach any number of Basic Energy cards from your hand to your Pokemon in any way you like.,,,3,"[GWF] Swinging Sphene<br> Flip a coin. If heads, Knock Out your opponent's Active Basic Pokemon. If tails, Knock Out 1 of your opponent's Benched Basic Pokemon."
589860,Alolan Exeggutor ex - 242/191,Alolan Exeggutor ex 242 191,https://tcgplayer-cdn.tcgplayer.com/product/589860_200w.jpg,3,23651,https://cpt.tcgcsv.com/dZK6,2025-08-07T12:23:33.05,1,,,23.56,30.52,127.69,27.73,,Holofoil,242/191,Special Illustration Rare,Dragon,300,Stage 1,[GW] Tropical Frenzy (150)<br> You may attach any number of Basic Energy cards from your hand to your Pokemon in any way you like.,,,3,"[GWF] Swinging Sphene<br> Flip a coin. If heads, Knock Out your opponent's Active Basic Pokemon. If tails, Knock Out 1 of your opponent's Benched Basic Pokemon."
589861,Altaria,Altaria,https://tcgplayer-cdn.tcgplayer.com/product/589861_200w.jpg,3,23651,https://cpt.tcgcsv.com/fZK6,2025-08-07T12:23:33.1,1,,,0.02,0.21,2.18,0.2,0.25,Reverse Holofoil,134/191,Uncommon,Dragon,120,Stage 1,"[W] Humming Charge<br> Search your deck for up to 2 Basic Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck.",,,1,"[WM] Cotton Wings (100)<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks."
589861,Altaria,Altaria,https://tcgplayer-cdn.tcgplayer.com/product/589861_200w.jpg,3,23651,https://cpt.tcgcsv.com/fZK6,2025-08-07T12:23:33.1,1,,,0.01,0.1,2.06,0.04,0.05,Normal,134/191,Uncommon,Dragon,120,Stage 1,"[W] Humming Charge<br> Search your deck for up to 2 Basic Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck.",,,1,"[WM] Cotton Wings (100)<br> Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks."
589862,Amulet of Hope,Amulet of Hope,https://tcgplayer-cdn.tcgplayer.com/product/589862_200w.jpg,3,23651,https://cpt.tcgcsv.com/gZK6,2025-08-07T12:23:33.147,1,"If the Pokémon this card is attached to is Knocked Out by damage from an attack from your opponent's Pokémon, search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.",,0.07,0.44,30.0,0.31,0.33,Holofoil,162/191,ACE SPEC Rare,Trainer - Pokemon Tool,,,,,,,
589863,Annihilape,Annihilape,https://tcgplayer-cdn.tcgplayer.com/product/589863_200w.jpg,3,23651,https://cpt.tcgcsv.com/hZK6,2025-08-07T12:23:33.193,1,,,0.01,0.1,20.0,0.05,0.05,Normal,100/191,Uncommon,Fighting,140,Stage 2,[F] Tantrum (130)<br> This Pokemon is now Confused.,Px2,,2,[FC] Destined Fight<br> Both Active Pokemon are Knocked Out.
589863,Annihilape,Annihilape,https://tcgplayer-cdn.tcgplayer.com/product/589863_200w.jpg,3,23651,https://cpt.tcgcsv.com/hZK6,2025-08-07T12:23:33.193,1,,,0.05,0.21,2.15,0.15,0.2,Reverse Holofoil,100/191,Uncommon,Fighting,140,Stage 2,[F] Tantrum (130)<br> This Pokemon is now Confused.,Px2,,2,[FC] Destined Fight<br> Both Active Pokemon are Knocked Out.
589864,Appletun - 140/191,Appletun 140 191,https://tcgplayer-cdn.tcgplayer.com/product/589864_200w.jpg,3,23651,https://cpt.tcgcsv.com/jZK6,2025-12-11T01:49:08.103,1,,,0.01,0.2,10.0,0.19,0.21,Reverse Holofoil,140/191,Uncommon,Dragon,90,Stage 1,"[CC] Melting Sweetness (50)<br> During your opponent's next turn, the Defending Pokemon can't attack.",,,3,[GR] Wild Tackle (130)<br> This Pokemon also does 20 damage to itself.
589864,Appletun - 140/191,Appletun 140 191,https://tcgplayer-cdn.tcgplayer.com/product/589864_200w.jpg,3,23651,https://cpt.tcgcsv.com/jZK6,2025-12-11T01:49:08.103,1,,,0.01,0.1,2.05,0.05,0.03,Normal,140/191,Uncommon,Dragon,90,Stage 1,"[CC] Melting Sweetness (50)<br> During your opponent's next turn, the Defending Pokemon can't attack.",,,3,[GR] Wild Tackle (130)<br> This Pokemon also does 20 damage to itself.
589865,Appletun - 211/191,Appletun 211 191,https://tcgplayer-cdn.tcgplayer.com/product/589865_200w.jpg,3,23651,https://cpt.tcgcsv.com/kZK6,2025-08-07T12:23:33.287,1,,,3.0,4.51,25.0,3.74,,Holofoil,211/191,Illustration Rare,Dragon,90,Stage 1,"[CC] Melting Sweetness (50)<br> During your opponent's next turn, the Defending Pokemon can't attack.",,,3,[GR] Wild Tackle (130)<br> This Pokemon also does 20 damage to itself.
